word_id	utterance_id	location	surface	auto	fix	speaker	langid	filename	clause	clauseno
4168	606	3	though	though.CONJ		COL	eng	sastre13		
4169	606	4	.			COL	999	sastre13		
4170	607	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4171	607	2	not	not.ADV		COL	eng	sastre13		
4172	607	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4173	607	4	not	not.ADV		COL	eng	sastre13		
4174	607	5	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4175	607	6	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4176	607	7	.			COL	999	sastre13		
4177	608	1	a	a.DET.INDEF		COL	eng	sastre13		
4178	608	2	lot	lot.N.SG		COL	eng	sastre13		
4179	608	3	of	of.PREP		COL	eng	sastre13		
4180	608	4	people	people.N.SG		COL	eng	sastre13		
4181	608	5	live	live.N.SG		COL	eng	sastre13		
4182	608	6	like	like.CONJ.[or].like.N.SG		COL	eng	sastre13		
4183	608	7	that	that.DEM.FAR		COL	eng	sastre13		
4184	608	8	.			COL	999	sastre13		
4185	609	1	yeah	yeah.ADV		ELI	eng	sastre13		
4186	609	2	.			ELI	999	sastre13		
4187	610	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
4188	610	2	know	know.V.1S.PRES		ELI	eng	sastre13		
4189	610	3	.			ELI	999	sastre13		
4190	611	1	the	the.DET.DEF		COL	eng	sastre13		
4191	611	2	to	to.PREP		COL	eng	sastre13		
4192	611	3	be	be.V.INFIN		COL	eng	sastre13		
4193	611	4	honest	honest.ADJ.[or].hon.N.SG+ADJ.SUP		COL	eng	sastre13		
4194	611	5	with	with.PREP		COL	eng	sastre13		
4195	611	6	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4196	611	7	like	like.V.2SP.PRES		COL	eng	sastre13		
4197	611	8	that's	that.DEM.FAR+BE.V.3S.PRES		COL	eng	sastre13		
4198	611	9	one	one.PRON.SG		COL	eng	sastre13		
4199	611	10	of	of.PREP		COL	eng	sastre13		
4200	611	11	the	the.DET.DEF		COL	eng	sastre13		
4201	611	12	things	thing.N.PL		COL	eng	sastre13		
4202	611	13	that	that.CONJ		COL	eng	sastre13		
4203	611	14	I'm	I.PRON.SUB.1S+BE.V.PRES		COL	eng	sastre13		
4204	611	15	very	very.ADV		COL	eng	sastre13		
4205	611	16	grateful	grateful.ADJ		COL	eng	sastre13		
4206	611	17	for	for.PREP		COL	eng	sastre13		
4207	611	18	right	right.ADJ		COL	eng	sastre13		
4208	611	19	now	now.ADV		COL	eng	sastre13		
4209	611	20	that	that.CONJ		COL	eng	sastre13		
4210	611	21	I	I.PRON.SUB.1S		COL	eng	sastre13		
4211	611	22	have	have.V.1S.PRES		COL	eng	sastre13		
4212	611	23	so	so.ADV		COL	eng	sastre13		
4213	611	24	much	much.ADJ		COL	eng	sastre13		
4214	611	25	free	free.ADJ		COL	eng	sastre13		
4215	611	26	time	time.N.SG		COL	eng	sastre13		
4216	611	27	in	in.PREP		COL	eng	sastre13		
4217	611	28	the	the.DET.DEF		COL	eng	sastre13		
4218	611	29	summer	summer.N.SG		COL	eng	sastre13		
4219	611	30	.			COL	999	sastre13		
4220	612	1	mmhm	mmhm.IM		ELI	eng	sastre13		
4221	612	2	.			ELI	999	sastre13		
4222	613	1	because	because.CONJ		COL	eng	sastre13		
4223	613	2	I've	I.PRON.SUB.1S+HAVE.V.PRES		COL	eng	sastre13		
4224	613	3	come	come.V.1S.PRES		COL	eng	sastre13		
4225	613	4	to	to.PREP		COL	eng	sastre13		
4226	613	5	realize	realize.V.INFIN		COL	eng	sastre13		
4227	613	6	that	that.CONJ.[or].that.DEM.FAR		COL	eng	sastre13		
4228	613	7	especially	especial.ADJ+ADV.[or].especially.ADV		COL	eng	sastre13		
4229	613	8	during	dure.ADJ+ASV.[or].during.PREP		COL	eng	sastre13		
4230	613	9	the	the.DET.DEF		COL	eng	sastre13		
4231	613	10	these	these.DEM.NEAR.PL		COL	eng	sastre13		
4232	613	11	last	last.ADJ		COL	eng	sastre13		
4233	613	12	two	two.NUM		COL	eng	sastre13		
4234	613	13	semesters	semester.N.PL		COL	eng	sastre13		
4235	613	14	at	at.PREP		COL	eng	sastre13		
4236	613	15	school	school.N.SG		COL	eng	sastre13		
4237	613	16	like	like.CONJ		COL	eng	sastre13		
4238	613	17	I've	I.PRON.SUB.1S+HAVE.V.PRES		COL	eng	sastre13		
4239	613	18	been	been.V.PASTPART		COL	eng	sastre13		
4240	613	19	spending	spend.V.PRESPART		COL	eng	sastre13		
4241	613	20	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4242	613	21	so	so.ADV		COL	eng	sastre13		
4243	613	22	much	much.ADJ		COL	eng	sastre13		
4244	613	23	time	time.N.SG		COL	eng	sastre13		
4245	613	24	like	like.CONJ.[or].like.N.SG		COL	eng	sastre13		
4246	613	25	just	just.ADV		COL	eng	sastre13		
4247	613	26	doing	do.V.PRESPART		COL	eng	sastre13		
4248	613	27	crazy	crazy.ADJ		COL	eng	sastre13		
4249	613	28	stuff	stuff.SV.INFIN		COL	eng	sastre13		
4250	613	29	like	like.CONJ		COL	eng	sastre13		
4251	613	30	trying	try.V.PRESPART		COL	eng	sastre13		
4252	613	31	to	to.PREP		COL	eng	sastre13		
4253	613	32	get	get.V.INFIN		COL	eng	sastre13		
4254	613	33	stuff	stuff.V.INFIN		COL	eng	sastre13		
4255	613	34	done	done.AV.PAST		COL	eng	sastre13		
4256	613	35	.			COL	999	sastre13		
4257	614	1	mmhm	mmhm.IM		ELI	eng	sastre13		
4258	614	2	.			ELI	999	sastre13		
4259	615	1	and	and.CONJ		COL	eng	sastre13		
4260	615	2	always	alway.ADV+PV.[or].always.ADV		COL	eng	sastre13		
4261	615	3	like	like.CONJ		COL	eng	sastre13		
4262	615	4	hurrying	hurry.V.PRESPART		COL	eng	sastre13		
4263	615	5	.			COL	999	sastre13		
4264	616	1	and	and.CONJ		COL	eng	sastre13		
4265	616	2	always	alway.ADV+PV.[or].always.ADV		COL	eng	sastre13		
4266	616	3	being	be.V.PRESPART		COL	eng	sastre13		
4267	616	4	like	like.CONJ		COL	eng	sastre13		
4268	616	5	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4269	616	6	know	know.V.2SP.PRES		COL	eng	sastre13		
4270	616	7	.			COL	999	sastre13		
4271	617	1	trying	try.V.PRESPART		COL	eng	sastre13		
4272	617	2	to	to.PREP		COL	eng	sastre13		
4273	617	3	be	be.V.INFIN		COL	eng	sastre13		
4274	617	4	like	like.CONJ		COL	eng	sastre13		
4275	617	5	one	one.PRON.SG		COL	eng	sastre13		
4276	617	6	step	step.N.SG		COL	eng	sastre13		
4277	617	7	ahead	ahead.ADV		COL	eng	sastre13		
4278	617	8	of	of.PREP		COL	eng	sastre13		
4279	617	9	everything	everything.PRON		COL	eng	sastre13		
4280	617	10	.			COL	999	sastre13		
4281	618	1	yeah	yeah.ADV		ELI	eng	sastre13		
4282	618	2	yeah	yeah.ADV		ELI	eng	sastre13		
4283	618	3	.			ELI	999	sastre13		
4284	619	1	and	and.CONJ		COL	eng	sastre13		
4285	619	2	I'm	I.PRON.SUB.1S+BE.V.PRES		COL	eng	sastre13		
4286	619	3	like	like.CONJ		COL	eng	sastre13		
4287	619	4	.			COL	999	sastre13		
4288	620	1	like	like.CONJ		COL	eng	sastre13		
4289	620	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
4290	620	3	don't	do.V.1S.PRES+NEG		COL	eng	sastre13		
4291	620	4	know	know.V.INFIN		COL	eng	sastre13		
4292	620	5	like	like.CONJ		COL	eng	sastre13		
4293	620	6	about	about.PREP		COL	eng	sastre13		
4294	620	7	maybe	maybe.ADV		COL	eng	sastre13		
4295	620	8	like	like.CONJ		COL	eng	sastre13		
4296	620	9	a	a.DET.INDEF		COL	eng	sastre13		
4297	620	10	week	week.N.SG		COL	eng	sastre13		
4298	620	11	ago	ago.ADV		COL	eng	sastre13		
4299	620	12	is	is.V.3S.PRES		COL	eng	sastre13		
4300	620	13	when	when.CONJ		COL	eng	sastre13		
4301	620	14	I	I.PRON.SUB.1S		COL	eng	sastre13		
4302	620	15	finally	final.ADJ+ADV.[or].finally.ADV		COL	eng	sastre13		
4303	620	16	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4304	620	17	like	like.CONJ		COL	eng	sastre13		
4305	620	18	let	let.V.INFIN		COL	eng	sastre13		
4306	620	19	go	go.SV.INFIN		COL	eng	sastre13		
4307	620	20	of	of.PREP		COL	eng	sastre13		
4308	620	21	all	all.ADJ		COL	eng	sastre13		
4309	620	22	that	that.DEM.FAR		COL	eng	sastre13		
4310	620	23	.			COL	999	sastre13		
4311	621	1	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4312	621	2	know	know.V.2SP.PRES		COL	eng	sastre13		
4313	621	3	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4314	621	4	like	like.CONJ		COL	eng	sastre13		
4315	621	5	just	just.ADV		COL	eng	sastre13		
4316	621	6	relax	relax.V.INFIN		COL	eng	sastre13		
4317	621	7	.			COL	999	sastre13		
4318	622	1	and	and.CONJ		COL	eng	sastre13		
4319	622	2	finally	final.ADJ+ADV.[or].finally.ADV		COL	eng	sastre13		
4320	622	3	just	just.ADV		COL	eng	sastre13		
4321	622	4	let	let.V.INFIN		COL	eng	sastre13		
4322	622	5	it	it.PRON.OBJ.3S		COL	eng	sastre13		
4323	622	6	go	go.V.3S.PRES		COL	eng	sastre13		
4324	622	7	.			COL	999	sastre13		
4325	623	1	yeah	yeah.ADV		ELI	eng	sastre13		
4326	623	2	.			ELI	999	sastre13		
4327	624	1	like	like.CONJ		COL	eng	sastre13		
4328	624	2	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4329	624	3	don't	do.V.2SP.PRES+NEG		COL	eng	sastre13		
4330	624	4	really	real.ADJ+ADV		COL	eng	sastre13		
4331	624	5	have	have.SV.INFIN		COL	eng	sastre13		
4332	624	6	to	to.PREP		COL	eng	sastre13		
4333	624	7	do	do.V.INFIN		COL	eng	sastre13		
4334	624	8	anything	anything.PRON		COL	eng	sastre13		
4335	624	9	tomorrow	tomorrow.N.SG		COL	eng	sastre13		
4336	624	10	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4337	624	11	know	know.V.2SP.PRES		COL	eng	sastre13		
4338	624	12	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4339	624	13	.			COL	999	sastre13		
4340	625	1	yeah	yeah.ADV		ELI	eng	sastre13		
4341	625	2	.			ELI	999	sastre13		
4342	626	1	and	and.CONJ		COL	eng	sastre13		
4343	626	2	like	like.CONJ		COL	eng	sastre13		
4344	626	3	I	I.PRON.SUB.1S		COL	eng	sastre13		
4345	626	4	I	I.PRON.SUB.1S		COL	eng	sastre13		
4346	626	5	rested	rest.N.SG+AV		COL	eng	sastre13		
4347	626	6	.			COL	999	sastre13		
4348	627	1	and	and.CONJ		COL	eng	sastre13		
4349	627	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
4350	627	3	was	was.V.13S.PAST		COL	eng	sastre13		
4351	627	4	like	like.CONJ		COL	eng	sastre13		
4352	627	5	.			COL	999	sastre13		
4353	628	1	I	I.PRON.SUB.1S		COL	eng	sastre13		
4354	628	2	realize	realize.V.1S.PRES		COL	eng	sastre13		
4355	628	3	like	like.CONJ		COL	eng	sastre13		
4356	628	4	man	man.N.SG		COL	eng	sastre13		
4357	628	5	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4358	628	6	know	know.V.2SP.PRES		COL	eng	sastre13		
4359	628	7	like	like.CONJ		COL	eng	sastre13		
4360	628	8	man	man.N.SG		COL	eng	sastre13		
4361	628	9	so	so.ADV		COL	eng	sastre13		
4362	628	10	much	much.ADJ		COL	eng	sastre13		
4363	628	11	time	time.N.SG		COL	eng	sastre13		
4364	628	12	like	like.CONJ.[or].like.N.SG		COL	eng	sastre13		
4365	628	13	gets	get.V.PRES.3S		COL	eng	sastre13		
4366	628	14	wasted	wast.SV.INFIN+AV		COL	eng	sastre13		
4367	628	15	on	on.PREP		COL	eng	sastre13		
4368	628	16	like	like.CONJ		COL	eng	sastre13		
4369	628	17	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4370	628	18	know	know.V.2SP.PRES		COL	eng	sastre13		
4371	628	19	watching	unk		COL	eng	sastre13		
4372	628	20	television	television.N.SG		COL	eng	sastre13		
4373	628	21	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4374	628	22	know	know.V.2SP.PRES		COL	eng	sastre13		
4375	628	23	like	like.CONJ		COL	eng	sastre13		
4376	628	24	looking	look.V.PRESPART		COL	eng	sastre13		
4377	628	25	stuff	stuff.SV.INFIN		COL	eng	sastre13		
4378	628	26	up	up.ADV		COL	eng	sastre13		
4379	628	27	on	on.PREP		COL	eng	sastre13		
4380	628	28	the	the.DET.DEF		COL	eng	sastre13		
4381	628	29	internet	unk		COL	eng	sastre13		
4382	628	30	.			COL	999	sastre13		
4383	629	1	something	something.PRON		COL	eng	sastre13		
4384	629	2	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4385	629	3	don't	do.V.2SP.PRES+NEG		COL	eng	sastre13		
4386	629	4	even	even.ADV		COL	eng	sastre13		
4387	629	5	need	need.V.INFIN		COL	eng	sastre13		
4388	629	6	to	to.PREP		COL	eng	sastre13		
4389	629	7	look	look.V.INFIN		COL	eng	sastre13		
4390	629	8	up	up.ADV		COL	eng	sastre13		
4391	629	9	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4392	629	10	like	like.CONJ		COL	eng	sastre13		
4393	629	11	garbage	garbage.N.SG		COL	eng	sastre13		
4394	629	12	.			COL	999	sastre13		
4395	630	1	yeah	yeah.ADV		ELI	eng	sastre13		
4396	630	2	.			ELI	999	sastre13		
4397	631	1	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4398	631	2	know	know.V.2SP.PRES		COL	eng	sastre13		
4399	631	3	and	and.CONJ		COL	eng	sastre13		
4400	631	4	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4401	631	5	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
4402	631	6	.			COL	999	sastre13		
4403	632	1	yeah	yeah.ADV		ELI	eng	sastre13		
4404	632	2	.			ELI	999	sastre13		
4405	633	1	when	when.CONJ		COL	eng	sastre13		
4406	633	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
4407	633	3	finally	final.ADJ+ADV.[or].finally.ADV		COL	eng	sastre13		
4408	633	4	just	just.ADV		COL	eng	sastre13		
4409	633	5	let	let.V.INFIN		COL	eng	sastre13		
4410	633	6	it	it.PRON.OBJ.3S		COL	eng	sastre13		
4411	633	7	go	go.V.3S.PRES		COL	eng	sastre13		
4412	633	8	I	I.PRON.SUB.1S		COL	eng	sastre13		
4413	633	9	was	was.V.13S.PAST		COL	eng	sastre13		
4414	633	10	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4415	633	11	like	like.CONJ		COL	eng	sastre13		
4416	633	12	ah	ah.IM		COL	eng&spa	sastre13		
4417	633	13	.			COL	999	sastre13		
4418	634	1	like	like.CONJ		COL	eng	sastre13		
4419	634	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
4420	634	3	finally	final.ADJ+ADV.[or].finally.ADV		COL	eng	sastre13		
4421	634	4	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
4422	634	5	just	just.ADV		COL	eng	sastre13		
4423	634	6	read	read.V.INFIN		COL	eng	sastre13		
4424	634	7	I	I.PRON.SUB.1S		COL	eng	sastre13		
4425	634	8	finally	final.ADJ+ADV.[or].finally.ADV		COL	eng	sastre13		
4426	634	9	I	I.PRON.SUB.1S		COL	eng	sastre13		
4427	634	10	read	read.V.1S.PRES		COL	eng	sastre13		
4428	634	11	an	an.DET.INDEF		COL	eng	sastre13		
4429	634	12	entire	entire.ADJ		COL	eng	sastre13		
4430	634	13	magazine	magazine.N.SG		COL	eng	sastre13		
4431	634	14	like	like.CONJ.[or].like.N.SG		COL	eng	sastre13		
4432	634	15	between	between.PREP		COL	eng	sastre13		
4433	634	16	yesterday	yesterday.N.SG		COL	eng	sastre13		
4434	634	17	and	and.CONJ		COL	eng	sastre13		
4435	634	18	today	today.N.SG		COL	eng	sastre13		
4436	634	19	.			COL	999	sastre13		
4437	635	1	yeah	yeah.ADV		ELI	eng	sastre13		
4438	635	2	.			ELI	999	sastre13		
4439	636	1	and	and.CONJ		COL	eng	sastre13		
4440	636	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
4441	636	3	was	was.V.13S.PAST		COL	eng	sastre13		
4442	636	4	like	like.CONJ		COL	eng	sastre13		
4443	636	5	.			COL	999	sastre13		
4444	637	1	god	god.N.SG		ELI	eng	sastre13		
4445	637	2	.			ELI	999	sastre13		
4446	638	1	oh	oh.IM		COL	eng	sastre13		
4447	638	2	this	this.DEM.NEAR.SG		COL	eng	sastre13		
4448	638	3	is	is.V.3S.PRES		COL	eng	sastre13		
4449	638	4	great	great.ADJ		COL	eng	sastre13		
4450	638	5	.			COL	999	sastre13		
4451	639	1	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4452	639	2	know	know.V.2SP.PRES		COL	eng	sastre13		
4453	639	3	I	I.PRON.SUB.1S		COL	eng	sastre13		
4454	639	4	read	read.V.1S.PRES		COL	eng	sastre13		
4455	639	5	the	the.DET.DEF		COL	eng	sastre13		
4456	639	6	entire	entire.ADJ		COL	eng	sastre13		
4457	639	7	magazine	magazine.N.SG		COL	eng	sastre13		
4458	639	8	.			COL	999	sastre13		
4459	640	1	.			ELI	999	sastre13		
4460	641	1	that's	that.DEM.FAR+BE.V.3S.PRES		ELI	eng	sastre13		
4461	641	2	something	something.PRON		ELI	eng	sastre13		
4462	641	3	really	real.ADJ+ADV		ELI	eng	sastre13		
4463	641	4	like	like.CONJ.[or].like.SV.INFIN		ELI	eng	sastre13		
4464	641	5	oh	oh.IM		ELI	eng	sastre13		
4465	641	6	my	my.ADJ.POSS.1S		ELI	eng	sastre13		
4466	641	7	god	god.N.SG		ELI	eng	sastre13		
4467	641	8	like	like.CONJ.[or].like.N.SG		ELI	eng	sastre13		
4468	641	9	.			ELI	999	sastre13		
4469	642	1	so	so.ADV		ELI	eng	sastre13		
4470	642	2	already	already.ADV		ELI	eng	sastre13		
4471	642	3	have	have.V.INFIN		ELI	eng	sastre13		
4472	642	4	like	like.CONJ		ELI	eng	sastre13		
4473	642	5	your	your.ADJ.POSS.2SP		ELI	eng	sastre13		
4474	642	6	bachelors	bachelor.N.PL		ELI	eng	sastre13		
4475	642	7	.			ELI	999	sastre13		
4476	643	1	like	like.CONJ		ELI	eng	sastre13		
4477	643	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
4478	643	3	I	I.PRON.SUB.1S		ELI	eng	sastre13		
4479	643	4	wish	wish.V.1S.PRES		ELI	eng	sastre13		
4480	643	5	I	I.PRON.SUB.1S		ELI	eng	sastre13		
4481	643	6	could	can.V.COND		ELI	eng	sastre13		
4482	643	7	already	already.ADV		ELI	eng	sastre13		
4483	643	8	be	be.V.INFIN		ELI	eng	sastre13		
4484	643	9	there	there.ADV		ELI	eng	sastre13		
4485	643	10	like	like.CONJ.[or].like.SV.INFIN		ELI	eng	sastre13		
4486	643	11	.			ELI	999	sastre13		
4487	644	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
4488	644	2	feel	feel.V.1S.PRES		ELI	eng	sastre13		
4489	644	3	like	like.CONJ		ELI	eng	sastre13		
4490	644	4	school	school.N.SG		ELI	eng	sastre13		
4491	644	5	is	is.V.3S.PRES		ELI	eng	sastre13		
4492	644	6	like	like.CONJ		ELI	eng	sastre13		
4493	644	7	I	I.PRON.SUB.1S		ELI	eng	sastre13		
4494	644	8	like	like.V.1S.PRES		ELI	eng	sastre13		
4495	644	9	.			ELI	999	sastre13		
4496	645	1	I	I.PRON.SUB.1S		COL	eng	sastre13		
4497	645	2	mean	mean.V.1S.PRES		COL	eng	sastre13		
4498	645	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4499	645	4	not	not.ADV		COL	eng	sastre13		
4500	645	5	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4501	645	6	not	not.ADV		COL	eng	sastre13		
4502	645	7	enough	enough.ADJ		COL	eng	sastre13		
4503	645	8	.			COL	999	sastre13		
4504	646	1	I	I.PRON.SUB.1S		COL	eng	sastre13		
4505	646	2	mean	mean.V.1S.PRES		COL	eng	sastre13		
4506	646	3	just	just.ADV		COL	eng	sastre13		
4507	646	4	having	have.V.PRESPART		COL	eng	sastre13		
4508	646	5	a	a.DET.INDEF		COL	eng	sastre13		
4509	646	6	bachelors	bachelor.N.PL		COL	eng	sastre13		
4510	646	7	is	is.V.3S.PRES		COL	eng	sastre13		
4511	646	8	not	not.ADV		COL	eng	sastre13		
4512	646	9	.			COL	999	sastre13		
4513	647	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4514	647	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4515	647	3	all	all.ADJ		COL	eng	sastre13		
4516	647	4	about	about.PREP		COL	eng	sastre13		
4517	647	5	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4518	647	6	.			COL	999	sastre13		
4519	648	1	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4520	648	2	know	know.V.2SP.PRES		COL	eng	sastre13		
4521	648	3	it	it.PRON.OBJ.3S		COL	eng	sastre13		
4522	648	4	really	real.ADJ+ADV		COL	eng	sastre13		
4523	648	5	is	is.V.3S.PRES		COL	eng	sastre13		
4524	648	6	about	about.PREP		COL	eng	sastre13		
4525	648	7	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4526	648	8	.			COL	999	sastre13		
4527	649	1	mmhm	mmhm.IM		ELI	eng	sastre13		
4528	649	2	.			ELI	999	sastre13		
4529	650	1	yeah	yeah.ADV		ELI	eng	sastre13		
4530	650	2	.			ELI	999	sastre13		
4531	651	1	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4532	651	2	know	know.V.2SP.PRES		COL	eng	sastre13		
4533	651	3	like	like.CONJ		COL	eng	sastre13		
4534	651	4	I	I.PRON.SUB.1S		COL	eng	sastre13		
4535	651	5	I	I.PRON.SUB.1S		COL	eng	sastre13		
4536	651	6	like	like.V.1S.PRES		COL	eng	sastre13		
4537	651	7	the	the.DET.DEF		COL	eng	sastre13		
4538	651	8	degree	degree.N.SG		COL	eng	sastre13		
4539	651	9	.			COL	999	sastre13		
4540	652	1	I'm	I.PRON.SUB.1S+BE.V.PRES		COL	eng	sastre13		
4541	652	2	not	not.ADV		COL	eng	sastre13		
4542	652	3	gonna	go.V.PRESPART+TO.PREP		COL	eng	sastre13		
4543	652	4	lie	lie.V.INFIN		COL	eng	sastre13		
4544	652	5	to	to.PREP		COL	eng	sastre13		
4545	652	6	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4546	652	7	.			COL	999	sastre13		
4547	653	1	I	I.PRON.SUB.1S		COL	eng	sastre13		
4548	653	2	think	think.V.1S.PRES		COL	eng	sastre13		
4549	653	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4550	653	4	nice	nice.ADJ		COL	eng	sastre13		
4551	653	5	and	and.CONJ		COL	eng	sastre13		
4552	653	6	everything	everything.PRON		COL	eng	sastre13		
4553	653	7	.			COL	999	sastre13		
4554	654	1	but	but.CONJ		COL	eng	sastre13		
4555	654	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
4556	654	3	don't	do.V.1S.PRES+NEG		COL	eng	sastre13		
4557	654	4	think	think.V.INFIN		COL	eng	sastre13		
4558	654	5	the	the.DET.DEF		COL	eng	sastre13		
4559	654	6	degree	degree.N.SG		COL	eng	sastre13		
4560	654	7	defines	define.N.PL		COL	eng	sastre13		
4561	654	8	who	who.REL		COL	eng	sastre13		
4562	654	9	I	I.PRON.SUB.1S		COL	eng	sastre13		
4563	654	10	am	am.V.1S.PRES		COL	eng	sastre13		
4564	654	11	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4565	654	12	know	know.V.2SP.PRES		COL	eng	sastre13		
4566	654	13	.			COL	999	sastre13		
4567	655	1	mmhm	mmhm.IM		ELI	eng	sastre13		
4568	655	2	.			ELI	999	sastre13		
4569	656	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
4570	656	2	the	the.DET.DEF		COL	eng	sastre13		
4571	656	3	degree	degree.N.SG		COL	eng	sastre13		
4572	656	4	is	is.V.3S.PRES		COL	eng	sastre13		
4573	656	5	just	just.ADJ.[or].just.ADV		COL	eng	sastre13		
4574	656	6	a	a.DET.INDEF		COL	eng	sastre13		
4575	656	7	reflection	reflection.N.SG		COL	eng	sastre13		
4576	656	8	of	of.PREP		COL	eng	sastre13		
4577	656	9	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
4578	656	10	my	my.ADJ.POSS.1S		COL	eng	sastre13		
4579	656	11	commitment	commitment.N.SG		COL	eng	sastre13		
4580	656	12	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4581	656	13	know	know.V.2SP.PRES		COL	eng	sastre13		
4582	656	14	of	of.PREP		COL	eng	sastre13		
4583	656	15	what	what.REL		COL	eng	sastre13		
4584	656	16	I	I.PRON.SUB.1S		COL	eng	sastre13		
4585	656	17	decided	unk		COL	eng	sastre13		
4586	656	18	to	to.PREP		COL	eng	sastre13		
4587	656	19	do	do.V.INFIN		COL	eng	sastre13		
4588	656	20	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4589	656	21	know	know.V.2SP.PRES		COL	eng	sastre13		
4590	656	22	in	in.PREP		COL	eng	sastre13		
4591	656	23	my	my.ADJ.POSS.1S		COL	eng	sastre13		
4592	656	24	life	life.N.SG		COL	eng	sastre13		
4593	656	25	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4594	656	26	know	know.V.2SP.PRES		COL	eng	sastre13		
4595	656	27	.			COL	999	sastre13		
4596	657	1	like	like.CONJ		COL	eng	sastre13		
4597	657	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
4598	657	3	already	already.ADV		COL	eng	sastre13		
4599	657	4	I	I.PRON.SUB.1S		COL	eng	sastre13		
4600	657	5	had	had.V.PAST		COL	eng	sastre13		
4601	657	6	I	I.PRON.SUB.1S		COL	eng	sastre13		
4602	657	7	already	already.ADV		COL	eng	sastre13		
4603	657	8	knew	knew.V.INFIN		COL	eng	sastre13		
4604	657	9	like	like.CONJ		COL	eng	sastre13		
4605	657	10	that	that.DEM.FAR		COL	eng	sastre13		
4606	657	11	summer	summer.N.SG		COL	eng	sastre13		
4607	657	12	like	like.CONJ.[or].like.N.SG		COL	eng	sastre13		
4608	657	13	when	when.CONJ		COL	eng	sastre13		
4609	657	14	I	I.PRON.SUB.1S		COL	eng	sastre13		
4610	657	15	came	came.V.PAST		COL	eng	sastre13		
4611	657	16	back	back.ADV		COL	eng	sastre13		
4612	657	17	to	to.PREP		COL	eng	sastre13		
4613	657	18	school	school.N.SG		COL	eng	sastre13		
4614	657	19	that	that.CONJ		COL	eng	sastre13		
4615	657	20	you	you.PRON.SUB.2SP		COL	eng	sastre13		
4616	657	21	know	know.V.2SP.PRES		COL	eng	sastre13		
4617	657	22	I	I.PRON.SUB.1S		COL	eng	sastre13		
4618	657	23	was	was.V.13S.PAST		COL	eng	sastre13		
4619	657	24	gonna	go.V.PRESPART+TO.PREP		COL	eng	sastre13		
4620	657	25	finish	finish.V.INFIN		COL	eng	sastre13		
4621	657	26	.			COL	999	sastre13		
