word_id	utterance_id	location	surface	auto	fix	com	eng	speaker	langid	filename	clause	clauseno
2829	423	2	.					REB	999	zeledon2		
2830	424	1	no	no.ADV				MAT	eng	zeledon2		
2831	424	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
2832	424	3	don't	do.V.1S.PRES+NEG				MAT	eng	zeledon2		
2833	424	4	think	think.V.INFIN				MAT	eng	zeledon2		
2834	424	5	anybody	anybody.PRON				MAT	eng	zeledon2		
2835	424	6	can	can.V.123SP.PRES				MAT	eng	zeledon2		
2836	424	7	just	just.ADV				MAT	eng	zeledon2		
2837	424	8	say	say.V.INFIN				MAT	eng	zeledon2		
2838	424	9	no	no.ADV				MAT	eng	zeledon2		
2839	424	10	.					MAT	999	zeledon2		
2840	425	1	mmhm	mmhm.IM				REB	eng	zeledon2		
2841	425	2	.					REB	999	zeledon2		
2842	426	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
2843	426	2	shut	shut.V.1S.PRES				MAT	eng	zeledon2		
2844	426	3	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
2845	426	4	off	off.ADV				MAT	eng	zeledon2		
2846	426	5	at	at.PREP				MAT	eng	zeledon2		
2847	426	6	night	night.N.SG				MAT	eng	zeledon2		
2848	426	7	.					MAT	999	zeledon2		
2849	427	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
2850	427	2	know	know.V.2SP.PRES				MAT	eng	zeledon2		
2851	427	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
2852	427	4	not	not.ADV				MAT	eng	zeledon2		
2853	427	5	something	something.PRON				MAT	eng	zeledon2		
2854	427	6	that	that.DEM.FAR				MAT	eng	zeledon2		
2855	427	7	.					MAT	999	zeledon2		
2856	428	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
2857	428	2	can't	can.V.2SP.PRES+NEG				REB	eng	zeledon2		
2858	428	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				REB	eng	zeledon2		
2859	428	4	easier	easier.ADJ.[or].easy.ADJ.COMP				REB	eng	zeledon2		
2860	428	5	said	said.AV.PAST+P				REB	eng	zeledon2		
2861	428	6	than	than.CONJ				REB	eng	zeledon2		
2862	428	7	done	done.AV.PAST				REB	eng	zeledon2		
2863	428	8	.					REB	999	zeledon2		
2864	429	1	exactly	exact.ADJ+ADV				MAT	eng	zeledon2		
2865	429	2	.					MAT	999	zeledon2		
2866	430	1	obviously	obvious.ADJ+ADV				REB	eng	zeledon2		
2867	430	2	.					REB	999	zeledon2		
2868	431	1	and	and.CONJ				REB	eng	zeledon2		
2869	431	2	we	we.PRON.SUB.1P				REB	eng	zeledon2		
2870	431	3	can't	can.V.123SP.PRES+NEG				REB	eng	zeledon2		
2871	431	4	do	do.V.INFIN				REB	eng	zeledon2		
2872	431	5	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
2873	431	6	.					REB	999	zeledon2		
2874	432	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				REB	eng	zeledon2		
2875	432	2	like	like.CONJ				REB	eng	zeledon2		
2876	432	3	you're	you.PRON.SUB.2SP+BE.V.PRES				REB	eng	zeledon2		
2877	432	4	trying	try.V.PRESPART				REB	eng	zeledon2		
2878	432	5	to	to.PREP				REB	eng	zeledon2		
2879	432	6	sleep	sleep.N.SG				REB	eng	zeledon2		
2880	432	7	and	and.CONJ				REB	eng	zeledon2		
2881	432	8	your	your.ADJ.POSS.2SP				REB	eng	zeledon2		
2882	432	9	brain	brain.N.SG				REB	eng	zeledon2		
2883	432	10	doesn't	does.N.SG+NEG				REB	eng	zeledon2		
2884	432	11	wanna	want.N.SG+TO.PREP				REB	eng	zeledon2		
2885	432	12	shut	shut.V.INFIN				REB	eng	zeledon2		
2886	432	13	up	up.ADV				REB	eng	zeledon2		
2887	432	14	.					REB	999	zeledon2		
2888	433	1	yeah	yeah.ADV				MAT	eng	zeledon2		
2889	433	2	.					MAT	999	zeledon2		
2890	434	1	exactly	exact.ADJ+ADV				MAT	eng	zeledon2		
2891	434	2	.					MAT	999	zeledon2		
2892	435	1	that	that.DEM.FAR				REB	eng	zeledon2		
2893	435	2	brain	brain.N.SG				REB	eng	zeledon2		
2894	435	3	chatter	chatter.N.SG				REB	eng	zeledon2		
2895	435	4	is	is.V.3S.PRES				REB	eng	zeledon2		
2896	435	5	what	what.REL				REB	eng	zeledon2		
2897	435	6	it's	it.PRON.SUB.3S+BE.V.3S.PRES				REB	eng	zeledon2		
2898	435	7	called	call.V.PASTPART				REB	eng	zeledon2		
2899	435	8	.					REB	999	zeledon2		
2900	436	1	mmhm	mmhm.IM				MAT	eng	zeledon2		
2901	436	2	.					MAT	999	zeledon2		
2902	437	1	what	what.REL				MAT	eng	zeledon2		
2903	437	2	other	other.ADJ				MAT	eng	zeledon2		
2904	437	3	shows	show.N.PL				MAT	eng	zeledon2		
2905	437	4	do	do.V.2SP.PRES				MAT	eng	zeledon2		
2906	437	5	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
2907	437	6	like	like.V.2SP.PRES				MAT	eng	zeledon2		
2908	437	7	?					MAT	999	zeledon2		
2909	438	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
2910	438	2	love	love.V.1S.PRES				REB	eng	zeledon2		
2911	438	3	Heroes	name				REB	eng&spa	zeledon2		
2912	438	4	.					REB	999	zeledon2		
2913	439	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
2914	439	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
2915	439	3	haven't	have.V.1S.PRES+NEG				MAT	eng	zeledon2		
2916	439	4	seen	seen.V.PASTPART				MAT	eng	zeledon2		
2917	439	5	that	that.CONJ.[or].that.DEM.FAR				MAT	eng	zeledon2		
2918	439	6	one	one.PRON.SG				MAT	eng	zeledon2		
2919	439	7	.					MAT	999	zeledon2		
2920	440	1	aside	aside.ADV				REB	eng	zeledon2		
2921	440	2	aside	aside.ADV				REB	eng	zeledon2		
2922	440	3	from	from.PREP				REB	eng	zeledon2		
2923	440	4	that	that.DEM.FAR				REB	eng	zeledon2		
2924	440	5	kind	kind.ADJ.[or].kind.N.SG				REB	eng	zeledon2		
2925	440	6	of	of.PREP				REB	eng	zeledon2		
2926	440	7	show	show.SV.INFIN				REB	eng	zeledon2		
2927	440	8	.					REB	999	zeledon2		
2928	441	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
2929	441	2	haven't	have.V.1S.PRES+NEG				MAT	eng	zeledon2		
2930	441	3	seen	seen.V.PASTPART				MAT	eng	zeledon2		
2931	441	4	that	that.CONJ.[or].that.DEM.FAR				MAT	eng	zeledon2		
2932	441	5	one	one.PRON.SG				MAT	eng	zeledon2		
2933	441	6	.					MAT	999	zeledon2		
2934	442	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
2935	442	2	love	love.V.1S.PRES				REB	eng	zeledon2		
2936	442	3	Heroes	name				REB	eng&spa	zeledon2		
2937	442	4	.					REB	999	zeledon2		
2938	443	1	I've	I.PRON.SUB.1S+HAVE.V.PRES				MAT	eng	zeledon2		
2939	443	2	heard	heard.V.PASTPART				MAT	eng	zeledon2		
2940	443	3	of	of.PREP				MAT	eng	zeledon2		
2941	443	4	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
2942	443	5	.					MAT	999	zeledon2		
2943	444	1	and	and.CONJ				MAT	eng	zeledon2		
2944	444	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
2945	444	3	know	know.V.1S.PRES				MAT	eng	zeledon2		
2946	444	4	.					MAT	999	zeledon2		
2947	445	1	Chuck	name				REB	eng&spa	zeledon2		
2948	445	2	.					REB	999	zeledon2		
2949	446	1	Chuck	name				MAT	eng&spa	zeledon2		
2950	446	2	?					MAT	999	zeledon2		
2951	447	1	I'm	I.PRON.SUB.1S+BE.V.PRES				REB	eng	zeledon2		
2952	447	2	an	an.DET.INDEF				REB	eng	zeledon2		
2953	447	3	N_B_C	name				REB	eng&spa	zeledon2		
2954	447	4	fan	fan.N.SG				REB	eng	zeledon2		
2955	447	5	.					REB	999	zeledon2		
2956	448	1	yeah	yeah.ADV				MAT	eng	zeledon2		
2957	448	2	.					MAT	999	zeledon2		
2958	449	1	Chuck	name				REB	eng&spa	zeledon2		
2959	449	2	?					REB	999	zeledon2		
2960	450	1	no	no.ADV				MAT	eng	zeledon2		
2961	450	2	.					MAT	999	zeledon2		
2962	451	1	Journeyman	name				REB	eng&spa	zeledon2		
2963	451	2	?					REB	999	zeledon2		
2964	452	1	no	no.ADV				MAT	eng	zeledon2		
2965	452	2	.					MAT	999	zeledon2		
2966	453	1	never	never.ADV				REB	eng	zeledon2		
2967	453	2	seen	seen.V.PAST				REB	eng	zeledon2		
2968	453	3	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
2969	453	4	oh	oh.IM				REB	eng	zeledon2		
2970	453	5	my	my.ADJ.POSS.1S				REB	eng	zeledon2		
2971	453	6	god	god.N.SG				REB	eng	zeledon2		
2972	453	7	.					REB	999	zeledon2		
2973	454	1	never	never.ADV				MAT	eng	zeledon2		
2974	454	2	seen	seen.V.PAST				MAT	eng	zeledon2		
2975	454	3	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
2976	454	4	.					MAT	999	zeledon2		
2977	455	1	they're	they.PRON.SUB.3P+BE.V.PRES				REB	eng	zeledon2		
2978	455	2	so	so.ADV				REB	eng	zeledon2		
2979	455	3	good	good.ADJ				REB	eng	zeledon2		
2980	455	4	.					REB	999	zeledon2		
2981	456	1	Bionic_Woman	name				REB	eng&spa	zeledon2		
2982	456	2	?					REB	999	zeledon2		
2983	457	1	.					MAT	999	zeledon2		
2984	458	1	yeah	yeah.ADV				MAT	eng	zeledon2		
2985	458	2	I've	I.PRON.SUB.1S+HAVE.V.PRES				MAT	eng	zeledon2		
2986	458	3	seen	seen.V.PASTPART				MAT	eng	zeledon2		
2987	458	4	that	that.CONJ.[or].that.DEM.FAR				MAT	eng	zeledon2		
2988	458	5	one	one.PRON.SG				MAT	eng	zeledon2		
2989	458	6	.					MAT	999	zeledon2		
2990	459	1	Life	name				REB	eng	zeledon2		
2991	459	2	?					REB	999	zeledon2		
2992	460	1	.					REB	999	zeledon2		
2993	461	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
2994	461	2	seen	seen.V.PAST				REB	eng	zeledon2		
2995	461	3	Life	name				REB	eng	zeledon2		
2996	461	4	?					REB	999	zeledon2		
2997	462	1	Life	name				MAT	eng	zeledon2		
2998	462	2	no	no.ADV				MAT	eng	zeledon2		
2999	462	3	.					MAT	999	zeledon2		
3000	463	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3001	463	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3002	463	3	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3003	463	4	like	like.V.1S.PRES				MAT	eng	zeledon2		
3004	463	5	the	the.DET.DEF				MAT	eng	zeledon2		
3005	463	6	.					MAT	999	zeledon2		
3006	464	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3007	464	2	guess	guess.V.1S.PRES				MAT	eng	zeledon2		
3008	464	3	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3009	464	4	like	like.V.1S.PRES				MAT	eng	zeledon2		
3010	464	5	comedy	comedy.N.SG				MAT	eng	zeledon2		
3011	464	6	a	a.DET.INDEF				MAT	eng	zeledon2		
3012	464	7	lot	lot.N.SG				MAT	eng	zeledon2		
3013	464	8	.					MAT	999	zeledon2		
3014	465	1	like	like.CONJ				MAT	eng	zeledon2		
3015	465	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3016	465	3	need	need.V.1S.PRES				MAT	eng	zeledon2		
3017	465	4	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
3018	465	5	every	every.ADJ				MAT	eng	zeledon2		
3019	465	6	day	day.N.SG				MAT	eng	zeledon2		
3020	465	7	.					MAT	999	zeledon2		
3021	466	1	the	the.DET.DEF				MAT	eng	zeledon2		
3022	466	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3023	466	3	don't	do.V.1S.PRES+NEG				MAT	eng	zeledon2		
3024	466	4	know	know.V.INFIN				MAT	eng	zeledon2		
3025	466	5	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3026	466	6	don't	do.V.1S.PRES+NEG				MAT	eng	zeledon2		
3027	466	7	.					MAT	999	zeledon2		
3028	467	1	yeah	yeah.ADV				REB	eng	zeledon2		
3029	467	2	.					REB	999	zeledon2		
3030	468	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3031	468	2	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3032	468	3	not	not.ADV				MAT	eng	zeledon2		
3033	468	4	sure	sure.ADJ				MAT	eng	zeledon2		
3034	468	5	why	why.REL				MAT	eng	zeledon2		
3035	468	6	.					MAT	999	zeledon2		
3036	469	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3037	469	2	just	just.ADJ.[or].just.ADV				MAT	eng	zeledon2		
3038	469	3	.					MAT	999	zeledon2		
3039	470	1	Will_and_Grace	name				REB	eng&spa	zeledon2		
3040	470	2	?					REB	999	zeledon2		
3041	471	1	well	well.ADV				MAT	eng	zeledon2		
3042	471	2	.					MAT	999	zeledon2		
3043	472	1	Will_and_Grace	name				MAT	eng	zeledon2		
3044	472	2	is	is.V.3S.PRES				MAT	eng	zeledon2		
3045	472	3	alright	alright.ADV				MAT	eng	zeledon2		
3046	472	4	if	if.CONJ				MAT	eng	zeledon2		
3047	472	5	if	if.CONJ				MAT	eng	zeledon2		
3048	472	6	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3049	472	7	are	are.V.2SP.PRES				MAT	eng	zeledon2		
3050	472	8	ok	unk				MAT	eng	zeledon2		
3051	472	9	with	with.PREP				MAT	eng	zeledon2		
3052	472	10	homosexuality	homosexuality.N.SG				MAT	eng	zeledon2		
3053	472	11	.					MAT	999	zeledon2		
3054	473	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
3055	473	2	are	are.V.2SP.PRES				REB	eng	zeledon2		
3056	473	3	not	not.ADV				REB	eng	zeledon2		
3057	473	4	ok	unk				REB	eng	zeledon2		
3058	473	5	?					REB	999	zeledon2		
3059	474	1	no	no.ADV				MAT	eng	zeledon2		
3060	474	2	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3061	474	3	fine	fine.N.SG				MAT	eng	zeledon2		
3062	474	4	.					MAT	999	zeledon2		
3063	475	1	oh	oh.IM				REB	eng	zeledon2		
3064	475	2	ok	unk				REB	eng	zeledon2		
3065	475	3	.					REB	999	zeledon2		
3066	476	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3067	476	2	don't	do.V.1S.PRES+NEG				MAT	eng	zeledon2		
3068	476	3	care	care.V.INFIN				MAT	eng	zeledon2		
3069	476	4	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3070	476	5	know	know.V.2SP.PRES				MAT	eng	zeledon2		
3071	476	6	what	what.REL				MAT	eng	zeledon2		
3072	476	7	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3073	476	8	saying	say.V.PRESPART				MAT	eng	zeledon2		
3074	476	9	.					MAT	999	zeledon2		
3075	477	1	I'm	I.PRON.SUB.1S+BE.V.PRES				REB	eng	zeledon2		
3076	477	2	very	very.ADV				REB	eng	zeledon2		
3077	477	3	pro	pro.ADV				REB	eng	zeledon2		
3078	477	4	gay	gay.ADJ				REB	eng	zeledon2		
3079	477	5	.					REB	999	zeledon2		
3080	478	1	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3081	478	2	just	just.ADV				MAT	eng	zeledon2		
3082	478	3	saying	say.V.PRESPART				MAT	eng	zeledon2		
3083	478	4	.					MAT	999	zeledon2		
3084	479	1	so	so.ADV				REB	eng	zeledon2		
3085	479	2	.					REB	999	zeledon2		
3086	480	1	yeah	yeah.ADV				MAT	eng	zeledon2		
3087	480	2	no	no.ADV				MAT	eng	zeledon2		
3088	480	3	no	no.ADV				MAT	eng	zeledon2		
3089	480	4	no	no.ADV				MAT	eng	zeledon2		
3090	480	5	no	no.ADV				MAT	eng	zeledon2		
3091	480	6	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3092	480	7	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3093	480	8	don't	do.V.1S.PRES+NEG				MAT	eng	zeledon2		
3094	480	9	care	care.V.INFIN				MAT	eng	zeledon2		
3095	480	10	whatever	whatever.REL				MAT	eng	zeledon2		
3096	480	11	.					MAT	999	zeledon2		
3097	481	1	ok	unk				REB	eng	zeledon2		
3098	481	2	.					REB	999	zeledon2		
3099	482	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3100	482	2	know	know.V.2SP.PRES				MAT	eng	zeledon2		
3101	482	3	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3102	482	4	have	have.V.1S.PRES				MAT	eng	zeledon2		
3103	482	5	gay	gay.ADJ				MAT	eng	zeledon2		
3104	482	6	friends	friend.N.PL				MAT	eng	zeledon2		
3105	482	7	and	and.CONJ				MAT	eng	zeledon2		
3106	482	8	all	all.ADJ				MAT	eng	zeledon2		
3107	482	9	that	that.CONJ.[or].that.DEM.FAR				MAT	eng	zeledon2		
3108	482	10	but	but.CONJ				MAT	eng	zeledon2		
3109	482	11	what	what.REL				MAT	eng	zeledon2		
3110	482	12	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3111	482	13	saying	say.V.PRESPART				MAT	eng	zeledon2		
3112	482	14	is	is.V.3S.PRES				MAT	eng	zeledon2		
3113	482	15	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3114	482	16	gotta	get.V.2SP.PRES+TO.PREP				MAT	eng	zeledon2		
3115	482	17	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3116	482	18	gotta	get.V.2SP.PRES+TO.PREP				MAT	eng	zeledon2		
3117	482	19	be	be.V.INFIN				MAT	eng	zeledon2		
3118	482	20	like	like.CONJ				MAT	eng	zeledon2		
3119	482	21	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3120	482	22	gotta	get.V.2SP.PRES+TO.PREP				MAT	eng	zeledon2		
3121	482	23	be	be.V.INFIN				MAT	eng	zeledon2		
3122	482	24	ok	unk				MAT	eng	zeledon2		
3123	482	25	with	with.PREP				MAT	eng	zeledon2		
3124	482	26	that	that.DEM.FAR				MAT	eng	zeledon2		
3125	482	27	.					MAT	999	zeledon2		
3126	483	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3127	483	2	know	know.V.2SP.PRES				MAT	eng	zeledon2		
3128	483	3	what	what.REL				MAT	eng	zeledon2		
3129	483	4	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3130	483	5	saying	say.V.PRESPART				MAT	eng	zeledon2		
3131	483	6	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3132	483	7	gotta	get.V.2SP.PRES+TO.PREP				MAT	eng	zeledon2		
3133	483	8	see	see.V.INFIN				MAT	eng	zeledon2		
3134	483	9	the	the.DET.DEF				MAT	eng	zeledon2		
3135	483	10	fun	fun.N.SG				MAT	eng	zeledon2		
3136	483	11	in	in.PREP				MAT	eng	zeledon2		
3137	483	12	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
3138	483	13	because	because.CONJ				MAT	eng	zeledon2		
3139	483	14	if	if.CONJ				MAT	eng	zeledon2		
3140	483	15	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
3141	483	16	.					MAT	999	zeledon2		
3142	484	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
3143	484	2	don't	do.V.2SP.PRES+NEG				REB	eng	zeledon2		
3144	484	3	see	see.V.INFIN				REB	eng	zeledon2		
3145	484	4	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
3146	484	5	?					REB	999	zeledon2		
3147	485	1	no	no.ADV				MAT	eng	zeledon2		
3148	485	2	yeah	yeah.ADV				MAT	eng	zeledon2		
3149	485	3	yeah	yeah.ADV				MAT	eng	zeledon2		
3150	485	4	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3151	485	5	do	do.V.1S.PRES				MAT	eng	zeledon2		
3152	485	6	.					MAT	999	zeledon2		
3153	486	1	oh	oh.IM				REB	eng	zeledon2		
3154	486	2	ok	unk				REB	eng	zeledon2		
3155	486	3	.					REB	999	zeledon2		
3156	487	1	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3157	487	2	just	just.ADV				MAT	eng	zeledon2		
3158	487	3	saying	say.V.PRESPART				MAT	eng	zeledon2		
3159	487	4	like	like.CONJ				MAT	eng	zeledon2		
3160	487	5	other	other.ADJ				MAT	eng	zeledon2		
3161	487	6	people	people.N.SG				MAT	eng	zeledon2		
3162	487	7	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3163	487	8	don't	do.V.1S.PRES+NEG				MAT	eng	zeledon2		
3164	487	9	see	see.V.INFIN				MAT	eng	zeledon2		
3165	487	10	that	that.DEM.FAR				MAT	eng	zeledon2		
3166	487	11	much	much.ADJ				MAT	eng	zeledon2		
3167	487	12	.					MAT	999	zeledon2		
3168	488	1	like	like.CONJ				MAT	eng	zeledon2		
3169	488	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3170	488	3	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3171	488	4	see	see.V.1S.PRES				MAT	eng	zeledon2		
3172	488	5	how	how.ADV				MAT	eng	zeledon2		
3173	488	6	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
3174	488	7	funny	funny.ADJ				MAT	eng	zeledon2		
3175	488	8	.					MAT	999	zeledon2		
3176	489	1	but	but.CONJ				MAT	eng	zeledon2		
3177	489	2	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3178	489	3	like	like.CONJ				MAT	eng	zeledon2		
3179	489	4	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
3180	489	5	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
3181	489	6	ain't	ay.V.3S.PRES+NEG				MAT	eng	zeledon2		
3182	489	7	that	that.DEM.FAR				MAT	eng	zeledon2		
3183	489	8	funny	funny.ADJ				MAT	eng	zeledon2		
3184	489	9	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
3185	489	10	know	know.V.2SP.PRES				MAT	eng	zeledon2		
3186	489	11	what	what.REL				MAT	eng	zeledon2		
3187	489	12	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
3188	489	13	saying	say.V.PRESPART				MAT	eng	zeledon2		
3189	489	14	.					MAT	999	zeledon2		
3190	490	1	.					REB	999	zeledon2		
3191	491	1	but	but.CONJ				MAT	eng	zeledon2		
3192	491	2	like	like.CONJ.[or].like.V.INFIN				MAT	eng	zeledon2		
3193	491	3	for	for.PREP				MAT	eng	zeledon2		
3194	491	4	me	me.PRON.OBJ.1S				MAT	eng	zeledon2		
3195	491	5	comedy	comedy.N.SG				MAT	eng	zeledon2		
3196	491	6	like	like.CONJ.[or].like.N.SG				MAT	eng	zeledon2		
3197	491	7	really	real.ADJ+ADV				MAT	eng	zeledon2		
3198	491	8	really	real.ADJ+ADV				MAT	eng	zeledon2		
3199	491	9	good	good.ADJ				MAT	eng	zeledon2		
3200	491	10	comedy	comedy.N.SG				MAT	eng	zeledon2		
3201	491	11	is	is.V.3S.PRES				MAT	eng	zeledon2		
3202	491	12	obviously	obvious.ADJ+ADV				MAT	eng	zeledon2		
3203	491	13	um	um.IM				MAT	eng	zeledon2		
3204	491	14	Comedy_Central	name				MAT	eng&spa	zeledon2		
3205	491	15	.					MAT	999	zeledon2		
3206	492	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3207	492	2	like	like.V.1S.PRES				MAT	eng	zeledon2		
3208	492	3	The_Colbert_Report	name				MAT	eng&spa	zeledon2		
3209	492	4	.					MAT	999	zeledon2		
3210	493	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
3211	493	2	don't	do.V.1S.PRES+NEG				REB	eng	zeledon2		
3212	493	3	watch	watch.V.INFIN				REB	eng	zeledon2		
3213	493	4	Comedy_Central	name				REB	eng&spa	zeledon2		
3214	493	5	.					REB	999	zeledon2		
3215	494	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3216	494	2	never	never.ADV				MAT	eng	zeledon2		
3217	494	3	used	use.SV.INFIN+AV				MAT	eng	zeledon2		
3218	494	4	to	to.PREP				MAT	eng	zeledon2		
3219	494	5	watch	watch.V.INFIN				MAT	eng	zeledon2		
3220	494	6	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
3221	494	7	but	but.CONJ				MAT	eng	zeledon2		
3222	494	8	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3223	494	9	when	when.CONJ				MAT	eng	zeledon2		
3224	494	10	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
3225	494	11	saw	saw.V.PAST				MAT	eng	zeledon2		
3226	494	12	The_Colbert_Report	name				MAT	eng&spa	zeledon2		
3227	494	13	and	and.CONJ				MAT	eng	zeledon2		
3228	494	14	the	the.DET.DEF				MAT	eng	zeledon2		
3229	494	15	um	um.IM				MAT	eng	zeledon2		
3230	494	16	and	and.CONJ				MAT	eng	zeledon2		
3231	494	17	um	um.IM				MAT	eng	zeledon2		
3232	494	18	damn	damn.SV.INFIN				MAT	eng	zeledon2		
3233	494	19	um	um.IM				MAT	eng	zeledon2		
3234	494	20	Jon	name				MAT	eng&spa	zeledon2		
3235	494	21	Stewart	name				MAT	eng&spa	zeledon2		
3236	494	22	.					MAT	999	zeledon2		
3237	495	1	John	name				REB	eng&spa	zeledon2		
3238	495	2	Stewart	name				REB	eng&spa	zeledon2		
3239	495	3	is	is.V.3S.PRES				REB	eng	zeledon2		
3240	495	4	funny	funny.ADJ				REB	eng	zeledon2		
3241	495	5	.					REB	999	zeledon2		
3242	496	1	oh	oh.IM				MAT	eng	zeledon2		
3243	496	2	my	my.ADJ.POSS.1S				MAT	eng	zeledon2		
3244	496	3	god	god.N.SG				MAT	eng	zeledon2		
3245	496	4	.					MAT	999	zeledon2		
3246	497	1	well	well.ADV				REB	eng	zeledon2		
3247	497	2	actually	actual.ADJ+ADV				REB	eng	zeledon2		
3248	497	3	I'm	I.PRON.SUB.1S+BE.V.PRES				REB	eng	zeledon2		
3249	497	4	just	just.ADV				REB	eng	zeledon2		
3250	497	5	saying	say.V.PRESPART				REB	eng	zeledon2		
3251	497	6	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
3252	497	7	.					REB	999	zeledon2		
3253	498	1	The_Daily_Show	name				MAT	eng&spa	zeledon2		
3254	498	2	?					MAT	999	zeledon2		
3255	499	1	Jon	name				REB	eng&spa	zeledon2		
3256	499	2	Stewart	name				REB	eng&spa	zeledon2		
3257	499	3	at	at.PREP				REB	eng	zeledon2		
3258	499	4	the	the.DET.DEF				REB	eng	zeledon2		
3259	499	5	Oscars	name				REB	eng	zeledon2		
3260	499	6	.					REB	999	zeledon2		
3261	500	1	yeah	yeah.ADV				MAT	eng	zeledon2		
3262	500	2	.					MAT	999	zeledon2		
3263	501	1	he	he.PRON.SUB.M.3S				REB	eng	zeledon2		
3264	501	2	was	was.V.3S.PAST				REB	eng	zeledon2		
3265	501	3	hilarious	hilarious.ADJ				REB	eng	zeledon2		
3266	501	4	.					REB	999	zeledon2		
3267	502	1	give	give.V.INFIN				MAT	eng	zeledon2		
3268	502	2	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
3269	502	3	a	a.DET.INDEF				MAT	eng	zeledon2		
